용어,설명
통합시험팀 [統合試驗팀],"개발, 운용시험을 통합한 시험수행 시 업체와 군 또는 정부 간 부족한 시험능력을 상호 보완하여(인력, 자원, 시설 등을 통합) 시험에 참여 및 지원하게 함으로써 효율적인 시험을 수행하기 위한 시험수행 조직"
"축소 · 확대 흡입구 덕트 [Convergent-divergent Inlet Duct, 縮小擴大吸入口 duct]","단면의 크기가 작아졌다가 다시 커지는 형태의 초음속 엔진 흡입 덕트. 전방부는 공기압을 증가시키고 공기 속도를 아음속으로 감소시키기 위해서 수축되고, 후방부는 공기압을 더욱 증가시키고 엔진 압축기에 유입되기 전에 공기 흐름을 감소시키기..."
쿼드콥터,"로터 4개를 이용한 멀티콥터. 각 로터는 연직 아래를 향해 있으며, 2개는 시계 방향으로, 나머지 2개는 반시계 방향으로 회전한다. 이들 로터의 회전 속도를 조절함으로써 쿼드콥터의 움직임을 제어할 수 있다."
케이에프엑스 사업 [케이에프엑스 事業],차세대 대한민국 공군용 전투기 개발 사업. KF-X 사업 또는 보라매 사업으로 성능은 F-16+α 즉 4.5세대 전투기(공대공 반매립 운용)로 시작되어 향후 내부무장창 장착 등의 추가 개량으로 5세대 전투기 수준의 전투 능력을 지향하고 있다.
진화형 시스패로우 [進化型 시스패로우],"첨단 지대공 미사일 시스템에서 진화된 바다 참새 미사일. 군함을 대함 미사일로부터 방어하기 위해 RIM-7 시스패로 미사일을 개조하였다. 스패로우 미사일보다 더 강력한 로켓 부스터를 갖추고 있고, 유도 체계에서 최신 기술을 채용하여 이지스 시..."
체계설계 [體系設計],"방법, 절차 또는 기술의 조합을 조정하는 것으로서 조직화된 통일체를 형성하기 위해 규제된 상호 작용에 의해 통일된다."
정산원가 [精算原價],개산계약 체결분에 대한 계약금액의 결정을 위하여 당해 계약을 이행함에 있어 실제 발생된 원가자료를 기초로 하여 당초의 개산원가를 수정한 원가를 말한다.
전수 방위 [專守防衛],"일본 자위대가 채택하고 있는, 수동적 방어에 입각한 국토방위 전략 개념. 1989년에 일본이 발간한 〈방위백서〉에는, ""일본은 상대로부터 무력 공격을 받았을 때 비로소 방위력을 행사하고, 그 방위력 행사의 양태도 자위를 위해 필요한 최저한도에 머..."
전술 공격 장비 [戰術攻擊裝備],저렴하고 사용하기 쉬우며 안전한 모바일 대화형 지리 공간 도구로 이동 중에도 여러 사람을 연결하여 직관적인 디지털 방식으로 공통 운영 상황을 제공하는 장비. 사용자는 자신의 맞춤형 기능을 추가하고 여러 유형의 통신 시스템을 동시에 사용할...
저장탄약 시험절차서 [貯藏彈藥 試驗節次書],"저장 탄약의 신뢰성 평가를 위해서 이루어지는 비기능 시험, 기능 시험 및 저장 분석 시험 등의 시험 항목, 시험 절차 및 방법, 평가 기준 등이 명시된 시험 절차서를 말한다."
유지보수기관 [維持補修機關],"개발된 정보 체계의 일부 기능 변경이나 사용 방법의 개선 등을 수행하기 위한 계획 수립, 예산 획득, 실적 관리 등의 임무를 수행하는 기관을 말한다."
"고장 보고 · 분석 및 고장 수리 체계 [Failure Reporting, Analysis, And Corrective Action System, 故障報告分析-故障修理體系]","개발 중인 장비를 시험하는 동안에 발생한 고장(때로는 야전에 배치한 이후에 발생한 고장)을 보고하고, 고장 내용을 분석하여 필요한 수리 작업 및 사후 조치 등에 대한 일련의 과정을 폐쇄 고리(closed loop)를 형성하여 이를 지속하는 고장 분석 업무..."
고속단정 [高速短艇],가볍지만 고성능이며 대용량의 싱크가 불가능한 보트. 보트의 상면을 따라 측면에 탄성 강성을 부여하기 위해 고압을 사용한다. 디자인은 안정적이고 가볍고 빠르며 항해에 적합하다.
공동투자연구개발 [共同投資硏究開發],정부와 업체(국 · 내외 업체 또는 외국정부를 포함한다)가 공동 투자하여 추진하는 연구 개발을말한다.
구분회계 [區分會計],"방산업체가 민수와 방산 또는 각 제품별로 원가를 구분하여 계산하는 원가회계를 말하며, 구체적으로는 민수와 방산을 구분한 손익계산서, 제조원가 보고서, 제 명세서, 방산 자산 목록, 각 제품별 원가계산 보고서 등의 작성을 의미한다."
한국형 차기 구축함 [韓國型 次期 驅逐艦],"2011년 11월 25일 최종적으로 소요가 결정되었으며, 경하배수량 6,000톤, 만재배수량 8,000톤의 구축함. 2023년까지 3조원으로 6척을 건조할 계획이었으나, 사업이 연기되어 2023년 이후에 도입하기로 변경되었다. 북핵 문제에 대한 대책으로..."
수직 이착륙 무인기 [垂直離着陸 無人機],"호버에 전력(이륙, 토지 수직)을 사용하는 항공기의 유형. 이 기술은 전기 추진(모터, 배터리, 전자 컨트롤러)의 주요 발전과 도시 항공 모빌리티(에어 택시) 등 새로운 차량에 대한 수요 증가 덕분에 탄생했다."
운영분석 [運營分析],"관리상의 문제를 해결하는 데 있어 상황을 보다 계량적이고 또 보다 과학적으로 해석하고, 결정을 보다 합리적으로 내리기 위하여 이용되는 모든 방법으로, 복잡한 관리문제를 해결하기 위하여 수학적, 통계적 또는 개념적 모델을 이용하며, 이를 위하..."
무인 정찰 로봇 [無人偵察 로봇],"전장에서 도로 이용 가능성, 장애물 설치 위치, 적의 위치와 규모 등을 파악 및 탐지하는 로봇."
내장형 소프트웨어 분류체계 [內臟型 소프트웨어 分類體系],"내장형 소프트웨어에 대한 가시성과 가측성을 하드웨어 수준으로 확보함으로써 효율적이고 체계적인 내장형 소프트웨어 획득 및 관리 기반을 마련하기 위하여 소프트웨어 단위 기능에 식별 코드를 부여하여 분류, 관리하는 체계를 말한다."
대외군사판매 [對外軍事販賣],국외 구매 방법의 한 형태로 미국 정부가 무기 수출 통제법(Arms Export Control Act) 등 관련 법규에 의거 미국의 우방국 및 동맹국 또는 국제기구에 정부 간의 계약에 의하여 대외 지급 수단 및 차관 금액으로 군사상 필요한 물자를 유상으로 판매하...
밀리미터 웨이브,"주파수가 30~300기가헤르츠(GHz)이고, 파장이 1~10밀리미터(mm)인 전파. 극고주파(EHF: Extremely High Frequency)를 파장으로 구분하여 부르는 명칭이다.밀리미터파는 광대역 전송이 가능하여 위성 통신, 이동 통신, 무선 항행, 지구 탐사..."
판치르 체계 [판치르 體系],"자추진 중거리 대공 미사일 및 대공 포병 시스템. Pantsir-S1은 항공기, 헬리콥터, 정밀 탄약, 순항 미사일 및 UAV(Unmanned Aerial Vehicle)에 대한 군사, 산업 및 행정 설비의 지점 방공 방어를 제공하도록 설계되어 있다. 특히 고..."
지능형 지속 보안 위협 [知能型 持續 保安 威脅],"잠행적이고 지속적인 컴퓨터 해킹 프로세스의 위협. 지능형 지속 공격은 보통 개인, 단체, 국가, 또는 사업체나 정치 단체를 표적으로 삼는다. 이 공격은 오랜 시간 동안 상당한 정도의 은밀함이 요구된다. (1) 고급(advanced) 프로세스는 시스템 내의..."
"정보 · 전자 [Intelligence And Electronics, 情報 · 電子]","정보 우위를 달성하기 위해 수행하는 군사 및 비군사 분야의 체계를 보호하고, 상대국의 정보 체계를 교란 · 파괴시키기 위해 실시하는 광범위한 활동과 전자파, 적외선, 가시광선 등 전 스펙트럼을 통제하거나 공격하기 위한 군사 활동."
절충교역계약서 [折衷交易契約書],절충 교역과 관련하여 방위사업청과 국외 도입 물자를 계약한 국외 업체 간의 절충 교역 계약 조건과 제안 내용에 대한 합의 사항을 명시한 문서를 말한다.
절충교역 협상방안 [折衷交易 協商方案],절충 교역 협상을 위하여 국외 업체에 제시할 기술 분야 및 부품 제작 물량 등의 내용을 말한다.
장애물 개척 전차 [障碍物 開拓戰車],"차체 전면에 지뢰 제거용 대형 쟁기를 지면에 박아 넣고 땅을 갈아엎어 묻혀 있던 지뢰가 드러나게 하는 방식으로 대인 및 대전차 지뢰를 제거하며, 또한 차체 상부에 부착된 굴착팔에 굴삭용 키트나 파쇄기를 장착해 참호, 방벽 등 다양한 장애물을 제거..."
재래식 디젤 잠수함 [在來式 디젤潛水艦],축전지를 동력원으로 하는 잠수함. 디젤 엔진을 돌려야 하기 때문에 정기적으로 수면 위로 부상해야 하는 단점이 있다.
고출력 마이크로 웨이브 탄 [高出力 마이크로웨이브탄],고출력의 마이크로웨이브 파를 폭발과 동시에 순간적으로 발생 시켜 적의 전자 장비를 무력화시키기 위한 포탄.
기술자료 [技術資料],"기술 자료 묶음(Technical Data Package : TDP), 기술 정보(Technical Information : TI), 기술 교범(Technical Manual : TM) 및 기술 규격서(Technical Specification : TS) 등 기술에 대한 내용을 수록한 것을 말하며, 책자 또는 필름 등 그 표현 형식..."
군용물자부품 [軍用物資部品],방산 물자로 지정 받아 양산 및 배치 · 운용 중인 장비 · 물자의 구성품 · 결합체 및 부분품과 기타 일반 장비 · 물자의 구성품 · 결합체 및 부분품을 말한다.
극초음속 순항 미사일 [極超音速 巡航미사일],"기존의 아음속(Subsonic) 또는 초음속(Supersonic) 순항 미사일을 대체한 미사일. 기존의 순항 미사일보다 훨씬 빠르기 때문에 상대방이 탐지하더라도 방어할 시간이 극히 짧다. 항공기, 군함, 잠수함에서 운용될 차세대 대함 미사일이나 전술 지대지..."
기술검사 [技術檢査],본래의 목적에 사용할 때 그 기능을 원활히 발휘할 수 있는지의 여부를 판단하기 위하여 상태 및 기능에 대하여 실시하는 검사를 말한다.
합동 감시 및 목표 공격 레이더 체계 [合同監視 및 目標攻擊 레이더 體系],"미 육군 및 공군이 E8 조기 경보기에 탑재한 레이더를 이용하여 지상의 전술 및 전략 목표물에 대한 레이더 영상을 획득한 후 이를 지상에 있는 GSM(Ground Station Module)에 전송하여 정보를 획득하는, 항공기에 의한 목표 감시 공격 레이더 시..."
항공모함 [航空母艦],"비행기 및 헬기를 탑재 · 발진 · 착함시킬 수 있는 능력을 갖춘 함정. 특징은 고속 항해(30kts 이상으로 항해 가능), 장기 작전 능력 및 내항성, 항공기 탑재 능력, 단독 정비 능력 등을 들 수 있다."
액체 추진제 [液體 推進劑],로켓 기관의 연료실에 충전되는 모든 가연성 액체. 단일 화학 물질(1액형) 또는 두 화학 물질의 혼합(2액형)으로 구성된다.
언맨드 워리어,항공 · 수중 · 지상 드론들이 서로 협력하여 작전을 수행하는 작전. 드론끼리 정보를 주고받으며 합동 무인 훈련을 진행한다.
연구개발비 [硏究開發費],해당 군수품의 생산을 위하여 직접 필요한 국내 기술 개발 및 연구비로서 시험 및 시험 제작에 소요되는 비용 또는 연구기관에 의뢰한 기술 개발 용역비 등을 포함한다. 이는 증권관리위원회에서 제정한 기업 회계 기준 및 연구 개발에 관한 회계 처리 준...
예비설계 [豫備設計],"무기 체계 설계의 3단계 중 두 번째 단계로서, 예를 들면 항공기 설계의 경우 개념 설계(Conceptual Design) 단계에서 윤곽이 잡힌 비행기를 대상으로 여러 가지 매개 변수를 변화시키면서 구체적인 계산 및 풍동(Wind tunnel) 시험 등을 수행한다. 그..."
시험평가 [試驗評價],"특정 무기 체계가 기술적 측면 또는 운용 관리적 측면에서 소요 제기서에 명시된 제반 요구 조건의 충족 여부를 확인 검증하는 절차로서, 시험 평가의 종류에는 요구 성능에 대한 기술적 도달정도에 중점을 두는 개발 시험 평가(Development Test & Ev..."
